stage,multiplier,target,target_gap,rental_income_positive_share_mean,rental_income_positive_share_stdev,active_btl_share_mean,latent_btl_share_mean,btl_stock_fraction_mean,seed_count,seeds
fine,1.585,0.0752616555661275,0.0024877213511198676,0.07277393421500764,0.00027425609697340084,0.07262133615060014,0.11980192486124361,0.24443650749583565,4,"1,2,3,4"
fine,1.59,0.0752616555661275,0.003612718529254738,0.07164893703687276,0.0008806794272716242,0.07227295027480374,0.1188969215388774,0.24426243753470295,4,"1,2,3,4"
fine,1.595,0.0752616555661275,0.001192963325389998,0.0740686922407375,0.0019069137575952822,0.07281059594550698,0.11978030254994315,0.2469614797334814,4,"1,2,3,4"
fine,1.6,0.0752616555661275,0.0007118466991605371,0.07454980886696697,0.001093062295553651,0.07378881552634205,0.1220787196872555,0.24659720988339812,4,"1,2,3,4"
fine,1.605,0.0752616555661275,0.0007274110143189599,0.07453424455180854,0.001633426161161431,0.07393031164706418,0.12224420517061083,0.2470744169905608,4,"1,2,3,4"
fine,1.61,0.0752616555661275,0.0008220026389426371,0.07443965292718487,0.0020888690134686764,0.07384276733122429,0.12108879069245176,0.24511125763464742,4,"1,2,3,4"
fine,1.615,0.0752616555661275,0.0006104860451050798,0.07465116952102242,0.0018292677783793769,0.0737289488515131,0.12272961918984275,0.2478229039422543,4,"1,2,3,4"
fine,1.62,0.0752616555661275,0.00028372208642282737,0.07497793347970468,0.0011100564996299831,0.07372466102187757,0.12238634707115663,0.24711010549694612,4,"1,2,3,4"
fine,1.625,0.0752616555661275,0.00018821434520584213,0.07507344122092166,0.0016425958177946672,0.07371776485801097,0.12205710255256669,0.24708107995558024,4,"1,2,3,4"
fine,1.63,0.0752616555661275,0.00013953773530726854,0.07512211783082023,0.0015442311714899547,0.07390164966908243,0.12217008140948674,0.2515570516379789,4,"1,2,3,4"
fine,1.635,0.0752616555661275,0.00041742027524674374,0.07567907584137425,0.0018470808839908181,0.07495761307665341,0.12377611094407884,0.24865359522487507,4,"1,2,3,4"
fine,1.64,0.0752616555661275,0.0004888415222828874,0.07477281404384462,0.0010317764249188463,0.07432733745030443,0.12281803473163619,0.2490911299278179,4,"1,2,3,4"
fine,1.645,0.0752616555661275,0.0019097154050801285,0.07717137097120763,0.0019001550366060257,0.07583129767267216,0.124508610012253,0.2517870349805663,4,"1,2,3,4"
fine,1.65,0.0752616555661275,0.00022133945300099878,0.0750403161131265,0.0024333650004859484,0.07415055513986826,0.12252190352268545,0.24789722376457524,4,"1,2,3,4"
fine,1.655,0.0752616555661275,0.001492841636721448,0.07675449720284895,0.0016693026105034999,0.07593676594486908,0.12520189669649093,0.24999963908939477,4,"1,2,3,4"
fine,1.66,0.0752616555661275,0.0010564650486628857,0.07631812061479039,0.0014979887809821008,0.07546589970123466,0.12516170057961756,0.24981092448639644,4,"1,2,3,4"
fine,1.665,0.0752616555661275,0.0019148436981550887,0.07717649926428259,0.0015604817240559394,0.07641207369179291,0.1264678272519408,0.2521262215435869,4,"1,2,3,4"
fine,1.67,0.0752616555661275,0.0014010123483320508,0.07666266791445955,0.0017671362223581713,0.07610561670029092,0.12639572205192195,0.24974554414214326,4,"1,2,3,4"
